lat,lon,similar
30.118483,123.63841000000001,0.0
30.117893,123.63745,0.0
30.11755,123.63641000000001,0.0
30.120964,123.63766000000001,0.0
30.124796000000003,123.64228,0.0
30.128931,123.64683500000001,0.0
30.132423,123.65156,0.0
30.135853000000004,123.65666,0.0
30.140259999999998,123.65887,0.0
30.143694,123.6595,0.0
30.147024,123.66054,0.0
30.149769,123.66138500000001,0.0
30.1519,123.66253999999999,0.0
30.153879999999997,123.66385,0.0
30.156176000000002,123.66431999999999,0.0
30.158537,123.66461000000001,0.0
30.160853999999997,123.665,0.0
30.163034000000003,123.666145,0.0
30.16518,123.66727,0.0
30.166925,123.6691,0.0
30.168163,123.67164,0.0
30.169338,123.674095,0.0
30.170403000000004,123.67663999999999,0.0
30.171259000000003,123.67931999999999,0.0
30.171979999999998,123.682014,0.0
30.172588,123.68468,0.0
30.172832,123.68751499999999,0.0
30.172907000000002,123.69036000000001,0.0
30.173183,123.69308500000001,0.0
30.173702000000002,123.69573999999999,0.0
30.174295,123.6983,0.0
30.174881,123.70083999999999,0.0
30.175583000000003,123.70338999999998,0.0
30.176374,123.70593999999998,0.0
30.177425,123.70832,0.0
30.178448,123.71065,0.0
30.179615000000002,123.71275,0.0
30.18096,123.71486999999999,0.0
30.182215000000003,123.716995,0.0
30.183424,123.71918500000001,0.0
30.184765000000002,123.72130600000001,0.0
30.186213000000002,123.72336000000001,0.0
30.187712,123.72526,0.0
30.189353999999998,123.727,0.0
30.191115999999997,123.72858000000001,0.0
30.19293,123.72997,0.0
30.194952,123.73073000000001,0.0
30.196964,123.73163600000001,0.0
30.19888,123.73283400000001,0.0
30.200768,123.73413000000001,0.0
30.202496000000004,123.7358,0.0
30.204165999999997,123.73743999999999,0.0
30.205694,123.73925,0.0
30.206946999999996,123.74145,0.0
30.207825,123.74401999999999,0.0
30.208447999999997,123.74673500000002,0.0
30.208351,123.749756,0.0
30.207333000000002,123.75276000000001,0.0
30.206778000000003,123.7556,0.0
30.206940000000003,123.758385,0.0
30.173702000000002,123.69573999999999,1.0
30.187284000000002,123.69301599999999,1.0
30.187693,123.6952,1.0
30.188959999999998,123.69736999999999,1.0
30.19037,123.69848,1.0
30.191640000000003,123.69953000000001,1.0
30.19309,123.70103,1.0
30.194967,123.7025,1.0
30.197135999999997,123.70391000000001,1.0
30.199005,123.705475,1.0
30.199990000000003,123.70746000000001,1.0
30.200739000000002,123.709404,1.0
30.201760999999998,123.71051000000001,1.0
30.203484000000003,123.71143000000001,1.0
30.205541999999998,123.71293999999999,1.0
30.207006,123.71437,1.0
30.207876000000002,123.71518999999999,1.0
30.208747999999996,123.71628999999999,1.0
30.210192,123.718056,1.0
30.211959999999998,123.719574,1.0
30.213575,123.72041999999999,1.0
30.215214000000003,123.72148,1.0
30.216415,123.7229,1.0
30.217133,123.724236,1.0
30.217659,123.72591000000001,1.0
30.218733,123.727066,1.0
30.220356,123.7275,1.0
30.221566999999997,123.7286,1.0
30.222908,123.73038999999999,1.0
30.224690000000002,123.73173500000001,1.0
30.225775,123.7323,1.0
30.173702000000002,123.69573999999999,2.0
30.172976000000002,123.69983,2.0
30.172813,123.70146000000001,2.0
30.173022999999997,123.70366000000001,2.0
30.17356,123.705826,2.0
30.174068,123.70808999999998,2.0
30.174538000000002,123.71051000000001,2.0
30.174988,123.71292,2.0
30.175383,123.71523,2.0
30.175852000000003,123.71745,2.0
30.176376,123.71961999999999,2.0
30.176844,123.72178999999998,2.0
30.177309,123.72393999999998,2.0
30.177782,123.72603000000001,2.0
30.178210999999997,123.72808,2.0
30.178638,123.73011000000001,2.0
30.17908,123.73208000000001,2.0
30.179503999999998,123.734,2.0
30.179928000000004,123.7359,2.0
30.180366999999997,123.73776000000001,2.0
30.180807,123.73958600000002,2.0
30.18125,123.74139,2.0
30.181704999999997,123.74316999999999,2.0
30.182170000000003,123.74493400000001,2.0
30.182641999999998,123.74668,2.0
30.183126,123.74842,2.0
30.183624,123.75014499999999,2.0
30.184132,123.75186000000001,2.0
30.184652000000003,123.75356000000001,2.0
30.185152000000002,123.75516499999999,2.0
30.1855,123.75625600000001,2.0
30.173702000000002,123.69573999999999,3.0
30.17445,123.701416,3.0
30.173405,123.70277,3.0
30.173103,123.704796,3.0
30.173646999999995,123.70711000000001,3.0
30.174615999999997,123.7095,3.0
30.175516,123.71186999999999,3.0
30.175905,123.71422,3.0
30.175781,123.716576,3.0
30.1755,123.71905500000001,3.0
30.175451000000002,123.72158,3.0
30.175669,123.72388500000001,3.0
30.175877000000003,123.72593,3.0
30.175833,123.72785,3.0
30.175531,123.729744,3.0
30.175121,123.73159,3.0
30.174722999999997,123.73341,3.0
30.174381,123.73523999999999,3.0
30.174096999999996,123.737045,3.0
30.173859000000004,123.73888400000001,3.0
30.173640000000002,123.74076000000001,3.0
30.173409000000003,123.74269,3.0
30.173145,123.744675,3.0
30.172838,123.74672,3.0
30.172482000000002,123.748825,3.0
30.172064000000002,123.750984,3.0
30.171581,123.753204,3.0
30.17103,123.75548,3.0
30.170412,123.7578,3.0
30.169771,123.76003,3.0
30.169306,123.76158000000001,3.0
30.173702000000002,123.69573999999999,5.0
30.170433000000003,123.70153,5.0
30.170555,123.70334,5.0
30.170741999999997,123.70581999999999,5.0
30.171139,123.70846,5.0
30.171754999999997,123.71116,5.0
30.17233,123.7137,5.0
30.172794,123.71606000000001,5.0
30.173247999999997,123.71833000000001,5.0
30.173741999999997,123.72056599999999,5.0
30.174265000000002,123.72273999999999,5.0
30.174788,123.72485,5.0
30.175285,123.726906,5.0
30.17575,123.72891000000001,5.0
30.176182,123.73091000000001,5.0
30.176588,123.73292,5.0
30.176975,123.73496999999999,5.0
30.177355,123.73706999999999,5.0
30.177734,123.73923,5.0
30.178117999999998,123.74145,5.0
30.178509000000002,123.74372,5.0
30.178905,123.746025,5.0
30.179306,123.74833999999998,5.0
30.179707,123.750626,5.0
30.180104999999998,123.75286000000001,5.0
30.180497999999996,123.75502,5.0
30.180884999999996,123.75707,5.0
30.181269,123.758995,5.0
30.181652000000003,123.76076499999999,5.0
30.182018,123.76229,5.0
30.182271999999998,123.763275,5.0
30.173702000000002,123.69573999999999,4.0
30.171597,123.70203400000001,4.0
30.1722,123.70213000000001,4.0
30.173056,123.70407,4.0
30.173584,123.70719,4.0
30.173538,123.70997,4.0
30.173431,123.71223,4.0
30.173270000000002,123.71418,4.0
30.172783000000003,123.715805,4.0
30.172553999999998,123.71766000000001,4.0
30.1725,123.71988,4.0
30.172442999999998,123.721985,4.0
30.172325,123.72403,4.0
30.171913,123.72616599999999,4.0
30.171518,123.72828,4.0
30.170997999999997,123.72991,4.0
30.17055,123.73108,4.0
30.170571999999996,123.73272,4.0
30.170671000000002,123.73476000000001,4.0
30.170383,123.73685,4.0
30.16998,123.73871000000001,4.0
30.169811,123.74029499999999,4.0
30.169395,123.741875,4.0
30.169134000000003,123.74341000000001,4.0
30.169195000000002,123.745056,4.0
30.169144,123.74724599999999,4.0
30.168715000000002,123.74943999999999,4.0
30.16821,123.75078,4.0
30.167564000000002,123.75181599999999,4.0
30.166958,123.75321000000001,4.0
30.166107,123.75393999999999,4.0
30.173702000000002,123.69573999999999,6.0
30.1761,123.6995,6.0
30.178372999999997,123.70308999999999,6.0
30.179136,123.705215,6.0
30.180006,123.707596,6.0
30.180502,123.7096,6.0
30.18103,123.71144,6.0
30.182089,123.71331,6.0
30.183502,123.71497,6.0
30.184528000000004,123.71678,6.0
30.184862,123.71883999999999,6.0
30.185131,123.720924,6.0
30.18569,123.72281000000001,6.0
30.186546000000003,123.72453,6.0
30.187586,123.72631000000001,6.0
30.188570000000002,123.72793999999999,6.0
30.189546999999997,123.72918,6.0
30.190956,123.73008,6.0
30.192814000000002,123.73091000000001,6.0
30.194649,123.73212,6.0
30.196175,123.73347,6.0
30.197573,123.73433999999999,6.0
30.199016999999998,123.73478,6.0
30.200598,123.73541000000002,6.0
30.202384999999996,123.73651000000001,6.0
30.203936,123.73786000000001,6.0
30.205222999999997,123.73948,6.0
30.20683,123.74132,6.0
30.2075,123.7465,6.0
30.2083,123.7512,6.0
30.2088,123.7533,6.0
30.1737,123.6957,7.0
30.1745,123.6983,7.0
30.1749,123.699,7.0
30.1754,123.6998,7.0
30.176,123.7006,7.0
30.1766,123.7013,7.0
30.1773,123.70200000000001,7.0
30.1781,123.7029,7.0
30.179000000000002,123.7037,7.0
30.1799,123.7046,7.0
30.1809,123.7054,7.0
30.1819,123.7062,7.0
30.183000000000003,123.70700000000001,7.0
30.1841,123.708,7.0
30.1852,123.709,7.0
30.1863,123.7101,7.0
30.1874,123.7112,7.0
30.1886,123.7124,7.0
30.1897,123.7137,7.0
30.1908,123.7151,7.0
30.1919,123.7165,7.0
30.193,123.71799999999999,7.0
30.1941,123.7195,7.0
30.1952,123.721,7.0
30.1963,123.7226,7.0
30.1974,123.7242,7.0
30.1984,123.7259,7.0
30.1994,123.7277,7.0
30.2004,123.7295,7.0
30.2013,123.7315,7.0
30.2022,123.7336,7.0
30.1737,123.6957,8.0
30.175,123.7012,8.0
30.1757,123.7038,8.0
30.1765,123.7064,8.0
30.1774,123.7089,8.0
30.1783,123.7112,8.0
30.1794,123.7135,8.0
30.1805,123.7157,8.0
30.1816,123.71799999999999,8.0
30.1827,123.7203,8.0
30.184,123.7225,8.0
30.1854,123.7246,8.0
30.1868,123.7267,8.0
30.1882,123.7288,8.0
30.1896,123.7309,8.0
30.191,123.73299999999999,8.0
30.1925,123.7351,8.0
30.1939,123.7372,8.0
30.1953,123.7393,8.0
30.1967,123.7414,8.0
30.1981,123.7435,8.0
30.1995,123.7456,8.0
30.2009,123.7477,8.0
30.2023,123.7498,8.0
30.2037,123.7519,8.0
30.2051,123.75399999999999,8.0
30.2065,123.7561,8.0
30.2079,123.7582,8.0
30.2093,123.7603,8.0
30.2107,123.7624,8.0
30.2121,123.7645,8.0
